department,end_month,id,job_title,p_end,p_start,start_month
,6,888,,-99.0,2015.0,9
Analytics Department,4,889,Data Analyst II,2017.0,2011.0,8
,10,889,,-99.0,2017.0,4
Analytics Department,12,890,Data Analyst II,-99.0,2016.0,1
IT Department,11,891,Associate Frontend Engineer,2017.0,2011.0,10
,3,891,,-99.0,2017.0,11
Analytics Department,7,892,Jr Data Analyst,2019.0,2013.0,12
,10,892,,-99.0,2019.0,7
Analytics Department,5,893,Associate Data Analyst,2015.0,2009.0,8
,2,893,,-99.0,2015.0,5
Administration Department,5,894,Jr Manager,2019.0,2013.0,5
,11,894,,-99.0,2019.0,5
IT Department,4,895,Associate Backend Engineer,2016.0,2010.0,5
,6,895,,-99.0,2016.0,4
Administration Department,4,896,Manager,-99.0,2017.0,5
Analytics Department,2,897,Associate Backend Engineer,2017.0,2011.0,7
,11,897,,-99.0,2017.0,2
Analytics Department,5,898,Associate Data Analyst,2017.0,2011.0,9
,6,898,,-99.0,2017.0,5
Analytics Department,4,899,Backend Engineer,2014.0,2008.0,2
,6,899,,2019.0,2014.0,4
,10,899,,-99.0,2019.0,6
Analytics Department,2,900,Associate Data Analyst,2015.0,2009.0,11
,3,900,,-99.0,2015.0,2
Analytics Department,12,901,Associate Backend Engineer,2016.0,2010.0,3
,12,901,,-99.0,2016.0,12
Analytics Department,12,902,Associate Data Analyst,-99.0,2014.0,5
Analytics Department,9,903,Data Analyst II,2015.0,2009.0,9
,2,903,,-99.0,2015.0,9
Analytics Department,5,904,Backend Engineer II,2017.0,2011.0,7
,5,904,,-99.0,2017.0,5
Analytics Department,4,905,Associate Data Analyst,2015.0,2009.0,9
,1,905,,-99.0,2015.0,4
IT Department,9,906,Associate Frontend Engineer,2016.0,2010.0,11
,7,906,,-99.0,2016.0,9
Analytics Department,1,907,Jr Data Analyst,-99.0,2015.0,4
Analytics Department,4,908,Associate Data Analyst,2012.0,2006.0,8
,3,908,,2017.0,2012.0,4
,2,908,,-99.0,2017.0,3
Analytics Department,3,909,Data Analyst II,-99.0,2016.0,2
IT Department,3,910,Backend Engineer II,2017.0,2011.0,4
,10,910,,-99.0,2017.0,3
Analytics Department,9,911,Backend Engineer II,-99.0,2014.0,9
Analytics Department,4,912,Data Analyst II,2019.0,2013.0,9
,10,912,,-99.0,2019.0,4
Analytics Department,4,913,Associate Backend Engineer,2017.0,2011.0,5
,5,913,,-99.0,2017.0,4
Analytics Department,12,914,Backend Engineer II,-99.0,2016.0,2
Analytics Department,9,915,Data Analyst II,2018.0,2012.0,5
,1,915,,-99.0,2018.0,9
Analytics Department,3,916,Jr Data Analyst,-99.0,2018.0,12
IT Department,9,917,Frontend Engineer II,-99.0,2017.0,9
Analytics Department,12,918,Backend Engineer II,-99.0,2016.0,9
Analytics Department,11,919,Associate Backend Engineer,2012.0,2006.0,11
,10,919,,2017.0,2012.0,11
,12,919,,-99.0,2017.0,10
Analytics Department,2,920,Data Analyst II,2019.0,2013.0,6
,1,920,,-99.0,2019.0,2
Analytics Department,1,921,Backend Engineer II,2018.0,2012.0,1
,3,921,,-99.0,2018.0,1
Administration Department,1,922,Manager,2016.0,2010.0,10
,9,922,,-99.0,2016.0,1
IT Department,10,923,Frontend Engineer II,-99.0,2017.0,1
IT Department,2,924,Backend Engineer II,2017.0,2011.0,6
,9,924,,-99.0,2017.0,2
IT Department,11,925,Associate Backend Engineer,2016.0,2010.0,12
,11,925,,-99.0,2016.0,11
IT Department,3,926,Associate Backend Engineer,2019.0,2013.0,2
,6,926,,-99.0,2019.0,3
IT Department,2,927,Associate Backend Engineer,2016.0,2010.0,2
,1,927,,-99.0,2016.0,2
Analytics Department,11,928,Associate Backend Engineer,2015.0,2009.0,6
,10,928,,-99.0,2015.0,11
Analytics Department,3,929,Backend Engineer II,2016.0,2010.0,8
,2,929,,-99.0,2016.0,3
IT Department,4,930,Backend Engineer II,2017.0,2011.0,9
,9,930,,-99.0,2017.0,4
IT Department,10,931,Frontend Engineer II,-99.0,2017.0,9
IT Department,9,932,Associate Backend Engineer,2014.0,2008.0,9
,9,932,,2019.0,2014.0,9
,1,932,,-99.0,2019.0,9
Analytics Department,3,933,Backend Engineer II,2018.0,2012.0,3
,6,933,,-99.0,2018.0,3
Analytics Department,3,934,Associate Data Analyst,-99.0,2015.0,3
Analytics Department,10,935,Associate Backend Engineer,2013.0,2007.0,3
,9,935,,2018.0,2013.0,10
,3,935,,-99.0,2018.0,9
Analytics Department,3,936,Associate Backend Engineer,2014.0,2008.0,12
,11,936,,2019.0,2014.0,3
,1,936,,-99.0,2019.0,11
Analytics Department,1,937,Jr Backend Engineer,-99.0,2018.0,12
Analytics Department,9,938,Associate Backend Engineer,2018.0,2012.0,3
,7,938,,-99.0,2018.0,9
Analytics Department,12,939,Associate Data Analyst,-99.0,2014.0,11
Administration Department,10,940,Manager,2019.0,2013.0,9
,5,940,,-99.0,2019.0,10
IT Department,6,941,Associate Backend Engineer,2016.0,2010.0,7
,8,941,,-99.0,2016.0,6
Analytics Department,12,942,Associate Data Analyst,2016.0,2010.0,10
,9,942,,-99.0,2016.0,12
Administration Department,4,943,Associate Manager,2013.0,2007.0,12
,2,943,,2018.0,2013.0,4
,8,943,,-99.0,2018.0,2
Administration Department,11,944,Associate Manager,2014.0,2008.0,5
,10,944,,2019.0,2014.0,11
,10,944,,-99.0,2019.0,10
Analytics Department,2,945,Associate Data Analyst,2015.0,2009.0,9
,1,945,,-99.0,2015.0,2
Analytics Department,3,946,Associate Data Analyst,2016.0,2010.0,11
,12,946,,-99.0,2016.0,3
Analytics Department,2,947,Associate Data Analyst,2018.0,2012.0,7
,6,947,,-99.0,2018.0,2
Analytics Department,4,948,Data Analyst II,2018.0,2012.0,12
,2,948,,-99.0,2018.0,4
Analytics Department,2,949,Associate Backend Engineer,2016.0,2010.0,8
,7,949,,-99.0,2016.0,2
Analytics Department,2,950,Associate Data Analyst,-99.0,2015.0,8
IT Department,8,951,Frontend Engineer II,2016.0,2010.0,7
,2,951,,-99.0,2016.0,8
Analytics Department,10,952,Associate Data Analyst,2018.0,2012.0,3
,10,952,,-99.0,2018.0,10
IT Department,4,953,Associate Frontend Engineer,2016.0,2010.0,4
,11,953,,-99.0,2016.0,4
Analytics Department,4,954,Data Analyst II,2018.0,2012.0,9
,11,954,,-99.0,2018.0,4
IT Department,7,955,Associate Backend Engineer,2013.0,2007.0,3
,5,955,,2018.0,2013.0,7
,1,955,,-99.0,2018.0,5
Analytics Department,3,956,Jr Backend Engineer,2019.0,2013.0,12
,12,956,,-99.0,2019.0,3
Analytics Department,8,957,Jr Data Analyst,2019.0,2013.0,5
,4,957,,-99.0,2019.0,8
IT Department,11,958,Frontend Engineer II,2017.0,2011.0,6
,11,958,,-99.0,2017.0,11
Analytics Department,8,959,Data Analyst II,2018.0,2012.0,11
,3,959,,-99.0,2018.0,8
Analytics Department,5,960,Data Analyst II,-99.0,2014.0,4
Analytics Department,11,961,Associate Data Analyst,2011.0,2005.0,9
,4,961,,2016.0,2011.0,11
,2,961,,-99.0,2016.0,4
Analytics Department,11,962,Data Analyst II,-99.0,2014.0,12
IT Department,11,963,Backend Engineer II,-99.0,2015.0,5
IT Department,1,964,Associate Backend Engineer,2011.0,2005.0,3
,2,964,,2016.0,2011.0,1
,8,964,,-99.0,2016.0,2
Administration Department,3,965,Manager,2016.0,2010.0,9
,1,965,,-99.0,2016.0,3
Analytics Department,11,966,Associate Backend Engineer,2016.0,2010.0,5
,4,966,,-99.0,2016.0,11
Analytics Department,9,967,Associate Backend Engineer,-99.0,2015.0,9
IT Department,1,968,Backend Engineer,2014.0,2008.0,6
,2,968,,2019.0,2014.0,1
,4,968,,-99.0,2019.0,2
IT Department,2,969,Frontend Engineer II,2018.0,2012.0,5
,11,969,,-99.0,2018.0,2
Analytics Department,11,970,Backend Engineer II,2017.0,2011.0,5
,2,970,,-99.0,2017.0,11
IT Department,1,971,Frontend Engineer II,2019.0,2013.0,9
,4,971,,-99.0,2019.0,1
Analytics Department,12,972,Associate Backend Engineer,2017.0,2011.0,7
,3,972,,-99.0,2017.0,12
Analytics Department,8,973,Associate Backend Engineer,2013.0,2007.0,2
,9,973,,2018.0,2013.0,8
,3,973,,-99.0,2018.0,9
Analytics Department,9,974,Data Analyst II,-99.0,2017.0,10
Analytics Department,9,975,Associate Data Analyst,2012.0,2006.0,2
,8,975,,2017.0,2012.0,9
,6,975,,-99.0,2017.0,8
Analytics Department,2,976,Jr Data Analyst,-99.0,2015.0,7
Analytics Department,4,977,Backend Engineer II,-99.0,2016.0,1
Analytics Department,6,978,Data Analyst II,2018.0,2012.0,8
,3,978,,-99.0,2018.0,6
Analytics Department,12,979,Associate Backend Engineer,2014.0,2008.0,3
,3,979,,2019.0,2014.0,12
,2,979,,-99.0,2019.0,3
Administration Department,9,980,Manager,-99.0,2014.0,2
IT Department,11,981,Associate Frontend Engineer,2017.0,2011.0,1
,2,981,,-99.0,2017.0,11
Analytics Department,9,982,Backend Engineer,2014.0,2008.0,2
,6,982,,2019.0,2014.0,9
,1,982,,-99.0,2019.0,6
Administration Department,6,983,Associate Data Analyst,2016.0,2010.0,11
,1,983,,-99.0,2016.0,6
IT Department,1,984,Frontend Engineer II,2017.0,2011.0,7
,11,984,,-99.0,2017.0,1
Administration Department,9,985,Manager,-99.0,2016.0,11
Analytics Department,6,986,Data Analyst,2014.0,2008.0,9
,7,986,,2019.0,2014.0,6
,8,986,,-99.0,2019.0,7
Analytics Department,10,987,Data Analyst II,2017.0,2011.0,3
,2,987,,-99.0,2017.0,10
Analytics Department,4,988,Associate Data Analyst,2019.0,2013.0,12
,7,988,,-99.0,2019.0,4
Analytics Department,8,989,Backend Engineer II,-99.0,2016.0,10
Analytics Department,10,990,Associate Backend Engineer,-99.0,2015.0,9
Administration Department,10,991,Manager,2017.0,2011.0,1
,1,991,,-99.0,2017.0,10
IT Department,9,992,Backend Engineer II,2017.0,2011.0,8
,4,992,,-99.0,2017.0,9
IT Department,1,993,Backend Engineer II,-99.0,2017.0,2
Analytics Department,12,994,Associate Backend Engineer,2012.0,2006.0,7
,12,994,,2017.0,2012.0,12
,3,994,,-99.0,2017.0,12
Administration Department,12,995,Associate Manager,2016.0,2010.0,2
,5,995,,-99.0,2016.0,12
Analytics Department,9,996,Associate Backend Engineer,2014.0,2008.0,9
,3,996,,2019.0,2014.0,9
,4,996,,-99.0,2019.0,3
Analytics Department,11,997,Associate Backend Engineer,2018.0,2012.0,1
,12,997,,-99.0,2018.0,11
IT Department,9,998,Frontend Engineer II,2016.0,2010.0,8
,2,998,,-99.0,2016.0,9
Analytics Department,8,999,Associate Data Analyst,2014.0,2008.0,12
,12,999,,2019.0,2014.0,8
,7,999,,-99.0,2019.0,12
IT Department,9,1000,Associate Backend Engineer,-99.0,2015.0,7
