id,end_year,end_month,job_title,department
906,2006,12,Jr Backend Engineer,IT Department
907,2015,4,Jr Data Analyst,Analytics Department
908,2000,4,Jr Data Analyst,Analytics Department
909,1993,5,Jr Data Analyst,Analytics Department
910,1999,12,Jr Backend Engineer,IT Department
911,1991,12,Jr Backend Engineer,IT Department
912,1990,5,Jr Data Analyst,Analytics Department
913,2005,12,Jr Backend Engineer,IT Department
914,1993,5,Jr Backend Engineer,IT Department
915,1987,12,Jr Data Analyst,Analytics Department
916,2018,12,Jr Data Analyst,Analytics Department
917,1993,5,Jr Frontend Engineer,IT Department
918,1992,7,Jr Backend Engineer,IT Department
919,2000,12,Jr Backend Engineer,IT Department
920,1989,12,Jr Data Analyst,Analytics Department
921,1997,12,Jr Backend Engineer,IT Department
922,1995,7,Jr Manager,Administration Department
923,1993,7,Jr Frontend Engineer,IT Department
924,1999,12,Jr Backend Engineer,IT Department
925,2004,5,Jr Backend Engineer,IT Department
926,2009,5,Jr Backend Engineer,IT Department
927,2006,12,Jr Backend Engineer,IT Department
928,2003,7,Jr Backend Engineer,IT Department
929,1994,12,Jr Backend Engineer,IT Department
930,1996,12,Jr Backend Engineer,IT Department
931,1993,5,Jr Frontend Engineer,IT Department
932,2002,12,Jr Backend Engineer,IT Department
933,1999,5,Jr Backend Engineer,IT Department
934,2011,12,Jr Data Analyst,Analytics Department
935,2001,12,Jr Backend Engineer,IT Department
936,2002,12,Jr Backend Engineer,IT Department
937,2018,12,Jr Backend Engineer,IT Department
938,2008,12,Jr Backend Engineer,IT Department
939,2010,5,Jr Data Analyst,Analytics Department
940,1990,12,Jr Manager,Administration Department
941,2006,5,Jr Backend Engineer,IT Department
942,2004,12,Jr Data Analyst,Analytics Department
943,2001,12,Jr Manager,Administration Department
944,2002,12,Jr Manager,Administration Department
945,2003,4,Jr Data Analyst,Analytics Department
946,2006,12,Jr Data Analyst,Analytics Department
947,2008,5,Jr Data Analyst,Analytics Department
948,1998,12,Jr Data Analyst,Analytics Department
949,2006,5,Jr Backend Engineer,IT Department
950,2012,12,Jr Data Analyst,Analytics Department
951,1994,7,Jr Frontend Engineer,IT Department
952,2008,12,Jr Data Analyst,Analytics Department
953,2004,12,Jr Frontend Engineer,IT Department
954,1988,4,Jr Data Analyst,Analytics Department
955,2001,4,Jr Backend Engineer,IT Department
956,2013,12,Jr Backend Engineer,IT Department
957,2014,5,Jr Data Analyst,Analytics Department
958,1998,12,Jr Frontend Engineer,IT Department
959,1997,12,Jr Data Analyst,Analytics Department
960,1990,12,Jr Data Analyst,Analytics Department
961,1999,5,Jr Data Analyst,Analytics Department
962,1991,12,Jr Data Analyst,Analytics Department
963,1992,4,Jr Backend Engineer,IT Department
964,1999,12,Jr Backend Engineer,IT Department
965,1995,4,Jr Manager,Administration Department
966,2004,7,Jr Backend Engineer,IT Department
967,2011,5,Jr Backend Engineer,IT Department
968,1997,12,Jr Backend Engineer,IT Department
969,1989,12,Jr Frontend Engineer,IT Department
970,1994,5,Jr Backend Engineer,IT Department
971,1989,12,Jr Frontend Engineer,IT Department
972,2007,12,Jr Backend Engineer,IT Department
973,2001,5,Jr Backend Engineer,IT Department
974,1993,5,Jr Data Analyst,Analytics Department
975,2000,12,Jr Data Analyst,Analytics Department
976,2015,7,Jr Data Analyst,Analytics Department
977,1991,5,Jr Backend Engineer,IT Department
978,1988,4,Jr Data Analyst,Analytics Department
979,2002,4,Jr Backend Engineer,IT Department
980,1991,12,Jr Manager,Administration Department
981,2007,12,Jr Frontend Engineer,IT Department
982,1996,5,Jr Backend Engineer,IT Department
983,2004,12,Jr Manager,Administration Department
984,1998,12,Jr Frontend Engineer,IT Department
985,1993,12,Jr Manager,Administration Department
986,1996,12,Jr Data Analyst,Analytics Department
987,1988,12,Jr Data Analyst,Analytics Department
988,2010,5,Jr Data Analyst,Analytics Department
989,1993,5,Jr Backend Engineer,IT Department
990,2011,12,Jr Backend Engineer,IT Department
991,1988,5,Jr Manager,Administration Department
992,1998,12,Jr Backend Engineer,IT Department
993,1993,7,Jr Backend Engineer,IT Department
994,2000,5,Jr Backend Engineer,IT Department
995,2006,5,Jr Manager,Administration Department
996,2002,12,Jr Backend Engineer,IT Department
997,2008,12,Jr Backend Engineer,IT Department
998,1993,12,Jr Frontend Engineer,IT Department
999,2002,12,Jr Data Analyst,Analytics Department
1000,2011,12,Jr Backend Engineer,IT Department
